Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000020905	Usp43	protein_coding	425	385	177	169	35	61	12	15	11	8	18	14	25	20
ENSMUSG00000020907	Rcvrn	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020908	Myh3	protein_coding	18.5	15	1561.11	1468.86	2868.96	4393	4723.21	2866.38	73988.5	79712.96	2300.89	1917.11	130.98	109
ENSMUSG00000020910	Adprm	protein_coding	264	252	264	272	237	275	346	296	429	425	323	304	277	285
ENSMUSG00000020911	Krt19	protein_coding	1074	899	370	414	82	114	255	392	5	16	360	441	325	255
ENSMUSG00000020912	Krt12	protein_coding	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000020913	Krt24	protein_coding	0	1	0	1	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000020914	Top2a	protein_coding	21325.63	21964.86	13851.38	15457.96	8455.46	10038	4640.91	3942.97	2252.82	2645	7056.95	5962.97	9961.97	11862.96
ENSMUSG00000020916	Krt36	protein_coding	3	3	2	3	1	0	0	0	1	1	0	4	6	3
ENSMUSG00000020917	Acly	protein_coding	9176	8666	7170	8103	5721	7765	5032	4808	4458	4952	6173	5804	5067	5760
ENSMUSG00000020918	Kat2a	protein_coding	2656	2457	1242	1340	994	1389	1156	987	1171	1282	1466	1476	1142	1191
ENSMUSG00000020919	Stat5b	protein_coding	1122.3	1100.25	959.24	980.01	765.98	1045.47	830.35	676.56	1022.74	981.65	453.94	453.44	698.21	789.49
ENSMUSG00000020921	Tmem101	protein_coding	406	402	280	350	271	326	385	306	442	433	269	294	322	295
ENSMUSG00000020922	Lsm12	protein_coding	2128.54	2118.3	1423.59	1525.15	1538	1530.99	1449	1121.32	1442.71	1439.9	2020.66	1967.78	1495.71	1559.56
ENSMUSG00000020923	Ubtf	protein_coding	3659	3734	2329	2758	1824	2119	2801	2182	2209	2033	3579	3600	2085	2124
ENSMUSG00000020925	Ccdc43	protein_coding	1140	1231	781	830	764	843	833	734	1365	1224	945	890	854	811
ENSMUSG00000020926	Adam11	protein_coding	42	26	55	63	84	106	69	67	67	79	16	23	49	58
ENSMUSG00000020928	Higd1b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020929	Eftud2	protein_coding	7205	6850	3652	4079	2583	3337	2736	2074	2570	2748	3850	3907	2986	3095
ENSMUSG00000020930	Ccdc103	protein_coding	15	10	11	11	15	9	24	11	24	14	12	11	22	6
ENSMUSG00000020932	Gfap	protein_coding	2	4	2	2	2	0	1	1	0	0	1	0	1	1
ENSMUSG00000020935	Dcakd	protein_coding	2908	2689	2264	2506	2223	3285	2056	1519	2057	1984	2062	2180	2259	2251
ENSMUSG00000020936	Nmt1	protein_coding	5424	5044	3578	4057	3302	4378	4295	3529	3964	4050	4908	4917	3887	3661
ENSMUSG00000020937	Plcd3	protein_coding	1948	1727	1302	1442	1687	2628	1518	1478	1526	1552	921	943	2681	2572
ENSMUSG00000020940	1700023F06Rik	protein_coding	5	2	2	2	2	2	2	1	0	1	0	0	3	4
ENSMUSG00000020941	Map3k14	protein_coding	1072	884	783	913	601	891	641	525	635	723	600	625	491	558
ENSMUSG00000020945	Lyzl6	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020946	Gosr2	protein_coding	3983	3600	2821	2924	2958	3869	3116	3100	3133	3289	3974	3938	2924	3059
ENSMUSG00000020948	Klhl28	protein_coding	201	240	277	272	349	366	413	356	343	387	191	152	280	343
ENSMUSG00000020949	Fkbp3	protein_coding	2028	2080	1364	1552	1510	1422	1188	898	2504	2097	1120	950	1671	1615
ENSMUSG00000020950	Foxg1	protein_coding	3	1	12	7	3.79	8	107.08	123.75	4.47	4.79	7	9	4	4.92
ENSMUSG00000020952	Scfd1	protein_coding	1368	1287	967	1095	664	794	1171	1065	444	418	851	650	811	828
ENSMUSG00000020953	Coch	protein_coding	1	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000020954	Strn3	protein_coding	4275	4454	3776	4208	3582	3889	3716	3396	4301	4122	2505	2231	3518	3768
ENSMUSG00000020955	Ap4s1	protein_coding	119	139	102	124	32	30	84	62	114	92	101	101	39	43
ENSMUSG00000020956	Dtd2	protein_coding	338	378	230	285	297	293	303	209	256	285	503	483	406.99	375.97
ENSMUSG00000020961	Ston2	protein_coding	1821	2142	1761	2168	1977	3044	2656	2252	1888	2844	779	704	1130	1836
ENSMUSG00000020962	Gtf2a1	protein_coding	1162	1162.89	730	764	746.95	775	796	655.7	916.93	885	1646.91	1394.79	908.9	1009.78
ENSMUSG00000020963	Tshr	protein_coding	1	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000020964	Sel1l	protein_coding	2817	2941	2758	3121	2996	4033	4447	4104	3665	4147	11630	10078	2669	3314
ENSMUSG00000020973	Dnaaf2	protein_coding	722	675	393	357.84	204	286	199	151	251.86	224	444	514	297	251
ENSMUSG00000020974	Pole2	protein_coding	519	543	356	418	73	62	55	40	39	31	316	280	109	119
ENSMUSG00000020978	Klhdc2	protein_coding	2692	2578	2112	2316	1971	2257	2152	1953	2672	2600	2430	2168	2324	2188
ENSMUSG00000020982	Nemf	protein_coding	2220	2266	1410	1526	1516	1751	1631	1318	1498	1408	1791	1450	1926	2089
ENSMUSG00000020986	Sec23a	protein_coding	2427	2408	2792	2968	3064	3660	3511	3634	2512	2630	1648	1414	2822	3274
ENSMUSG00000020988	L2hgdh	protein_coding	682	680	446	400	294	389	303	281	342	331	389	309	302	352
ENSMUSG00000020990	Cdkl1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000020992	4930512B01Rik	antisense	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000020993	Trappc6b	protein_coding	979.82	957.45	840.78	895.25	889.68	924	1094.87	928.18	1001.51	963.68	1310.13	1145.06	1001.58	972.08
ENSMUSG00000020994	Pnn	protein_coding	2804	2636	1541	1666	1464	1672	1865	1730	1303.99	1334	1083	874	2274	2244
ENSMUSG00000021000	Mia2	protein_coding	1643.91	1759.9	1063.98	1098.92	1065.96	1234	1430.87	1326.95	1266.2	1232.6	2930.84	2503.83	1156.91	1428.89
ENSMUSG00000021003	Galc	protein_coding	795	839	899	882	808	968	694	541	637	619	603	515	700	737
ENSMUSG00000021007	Spata7	protein_coding	245	275	231	294	329	367	347	325	191	196	154	129	275	324
ENSMUSG00000021009	Ptpn21	protein_coding	2718	2698	2187	2407	1437	2025	1833	1608	1690	1939	1166	1012	1154	1359
ENSMUSG00000021010	Npas3	protein_coding	0	1	6	3	2	2	2	3	1	2	6	4	2	1
ENSMUSG00000021012	Zc3h14	protein_coding	3858.93	4005.71	3349.96	3687.82	3736.89	4625	3426.83	3218.9	3335.91	3432.89	3437.84	3147.92	3855.9	4338.61
ENSMUSG00000021013	Ttc8	protein_coding	660	636	463	515	288	323	274	206	131	147	242	190	247	244
ENSMUSG00000021018	Polr2h	protein_coding	387	390	220	286	136	145	321	274	236	244	293	341	209	185
ENSMUSG00000021022	Ppp2r3c	protein_coding	659	661	479	577	483	540	627	554	626	615	690	680	540	555
ENSMUSG00000021023	1110008L16Rik	protein_coding	445	390	257	309	272	344	285	259	290	251	274	244	266	261
ENSMUSG00000021024	Psma6	protein_coding	4333	3904	2682	3133	2138	2454	2911	2231	3322	3043	3154	3098	2912	2616
ENSMUSG00000021025	Nfkbia	protein_coding	709	666	602	704	631	784	852	632	799	763	682	761	1371	1232
ENSMUSG00000021027	Ralgapa1	protein_coding	1784	2210	1728	1926	1689	1987	1615	1517	1342	1571	1218	1023	1329	1782
ENSMUSG00000021028	Mbip	protein_coding	301	323	273	341	247	296	319	222	219	201	237	226	286	296
ENSMUSG00000021032	Ngb	protein_coding	2	0	4	2	5	1	7	5	1	2	1	2	2	9
ENSMUSG00000021033	Gstz1	protein_coding	796	691	739	867	449	614	837	700	550	555	691	632	606	647
ENSMUSG00000021036	Sptlc2	protein_coding	2720	2513	2221	2454	2342	2987	2135	1776	1742	1676	3045	2692	2533	2670
ENSMUSG00000021037	Ahsa1	protein_coding	4700.22	4559.25	2699.71	3034.83	2780.16	3403	3311.19	2333.27	3490.16	3309.32	4503.17	4522.64	3716.67	3508.25
ENSMUSG00000021038	Vipas39	protein_coding	1082	956	682	806	831	1005	679	543	580	560	996	1044.98	716	845
ENSMUSG00000021039	Snw1	protein_coding	2961	2917	2528.97	2985	2773	3292	4291.99	3167	3156	3181	3776	3595	3967	3830.92
ENSMUSG00000021040	Slirp	protein_coding	743	716	409	573	455	459	668	460	783	642	822	706	688	643
ENSMUSG00000021044	Adck1	protein_coding	800	813	819	899	1041	1339	1085	829	1127	1117	1552	1397	1386	1378
ENSMUSG00000021047	Nova1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	1	1
ENSMUSG00000021048	Mthfd1	protein_coding	3845	3619	1364	1435	539	772	926	754	1185	1195	2265	2303	918	920
ENSMUSG00000021051	Ppp2r5e	protein_coding	2151	2134	1734	1985	1826	2242	1744	1630	1671	1783	1799	1654	1624	1946
ENSMUSG00000021054	Sgpp1	protein_coding	1482	1432	1429	1471	1462	1716	1955	1790	1026	1027	1792	1532	1590	1707
ENSMUSG00000021055	Esr2	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000021056	Tex21	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021057	Akap5	protein_coding	7	11	2	5	3	0	4	2	3	3	13	6	2	2
ENSMUSG00000021061	Sptb	protein_coding	1	2	1	1	2	0	2	5	1	1	5	3	0	0
ENSMUSG00000021062	Rab15	protein_coding	7	4	2	2	0	2	1	2	1	0	0	0	0	0
ENSMUSG00000021065	Fut8	protein_coding	1376	1353	1158	1302	1218	1506	1127	1037	915	963	1399	1183	1173	1325
ENSMUSG00000021066	Atl1	protein_coding	31	29	28	43	47	64	33	42	46	33	29	31	51	54
ENSMUSG00000021067	Sav1	protein_coding	3059	2835	2296	2541	1934	2368	2388	2249	2504	2593	2850	2708	2277	2413
ENSMUSG00000021068	Nin	protein_coding	3264	3437	1854	2068	1344	1743	1719	1531.98	859	1118	2282	1979	1605	1947
ENSMUSG00000021069	Pygl	protein_coding	0	0	11	1	1	0	0	0	0	0	3	3	1	0
ENSMUSG00000021070	Bdkrb2	protein_coding	57	40	102	128	106	143	136	115	69	63	186	131	44	54
ENSMUSG00000021071	Trim9	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000021072	Tmx1	protein_coding	2334	2351	1631	1647	1121	1170	1329	1092	1045	1030	2191	1928	1142	1151
ENSMUSG00000021076	Actr10	protein_coding	2421	2212	1969	2285	2048	2366	2347	1936	2255	2169.18	2186	2186	2356	2130
ENSMUSG00000021078	Tomm20l	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021079	Timm9	protein_coding	458	421	186	246	201	232	270	258	415	401	464	475	339	269
ENSMUSG00000021081	Serpina1f	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021086	Ccdc175	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000021087	Rtn1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021090	Lrrc9	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021091	Serpina3n	protein_coding	0	5	2	6	293.35	482	4764.37	3781.83	3327.91	3091.52	2894.14	2727.34	388.33	344.92
ENSMUSG00000021094	Dhrs7	protein_coding	580	555	624	662	1077	1244	1693	1348	1123	1135	1360	1380	1048	992
ENSMUSG00000021095	Gsc	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021096	Ppm1a	protein_coding	3640	3660	3396	3670	3085	3934	4288	3720	3764	3844	3621	3477	3199	3302
ENSMUSG00000021097	Clmn	protein_coding	216	205	373	492	295	430	422	403	136	213	114	78	147	176
ENSMUSG00000021098	4930447C04Rik	protein_coding	2	0	4	2	1	3	0	2	4	6	2	1	1	1
ENSMUSG00000021099	Six6	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021101	4930408O17Rik	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000021102	Glrx5	protein_coding	1404	1230	720	817	679	850	1107	686	1301	1286	1074	1279	1111	864
ENSMUSG00000021103	Mnat1	protein_coding	1064	1089	887	967	1609	1508	1443	1306	1746	1486	892	949	1779	1554
ENSMUSG00000021108	Prkch	protein_coding	46	43	46	44	22	23	53	45	16	14	28	38	21	21
ENSMUSG00000021109	Hif1a	protein_coding	9659	9620	9392	10029	12337	14535	11005	8780	13567	13287	13959	11156	9341	11291
ENSMUSG00000021111	Papola	protein_coding	7038.92	7090.85	4814.97	5364.88	4279.94	5291	4250.97	3559.89	3228.98	3555.98	5343.97	4707.99	3491.98	4109.97
ENSMUSG00000021112	Mpp5	protein_coding	1594	1666	1568	1560	1563	1825	1976	1860	2293.99	2400	970	800	1495	1763
ENSMUSG00000021113	Snapc1	protein_coding	282	318	221	226	243	287	261	210	343	285	309	320	232	268
ENSMUSG00000021114	Atp6v1d	protein_coding	1266	1106	1120	1191	1235	1535	1733	1186	2407	2192	2610	2549	1478	1400
ENSMUSG00000021115	Vrk1	protein_coding	1153	1083	540	659	399	509	316	249	230	255	538	540	681	615
ENSMUSG00000021116	Eif2s1	protein_coding	5065.3	4741.83	2961.03	3204.74	2321.23	2516	2309.02	2111.55	2900.96	2732.99	3956.73	3455.25	2614.27	2672.4
ENSMUSG00000021118	Plek2	protein_coding	15	20	14	14	0	0	6	5	0	1	0	2	2	0
ENSMUSG00000021120	Pigh	protein_coding	179	180	188	174	89	107	135	78	109	87	315	292	118	139
ENSMUSG00000021123	Rdh12	protein_coding	26	14	24	14	22	24	9	13	4	7	10	11	18	24
ENSMUSG00000021124	Vti1b	protein_coding	1621	1489	984	1114	847	1042	1535	1056	1968	1729	2226	2324	1166	963
ENSMUSG00000021125	Arg2	protein_coding	1	1	3	1	2	3	0	0	0	1	3	12	1	0
ENSMUSG00000021127	Zfp36l1	protein_coding	796	933.06	1408.87	1583	2453	2049	2861	2408.87	3362	3368.89	1125	1095	1898.87	2186
ENSMUSG00000021130	Galnt16	protein_coding	0	2	3	2	2	0	5	3	5	6	17	21	3	0
ENSMUSG00000021131	Erh	protein_coding	3669.46	1064.61	1591.78	733.8	340.81	1928.23	535.24	363.63	599.88	477.38	1003.11	971.21	689.07	620.13
ENSMUSG00000021133	Susd6	protein_coding	1968	1868	2063	2245	3020	4155	3799	3363	5019	5685	3764	3372	2054	2604
ENSMUSG00000021134	Srsf5	protein_coding	4630.25	4338.02	4649.95	4974.12	5049.33	6477.57	6297.85	4977.6	4615.58	4434.1	7543.06	5758.89	7306.27	6877.68
ENSMUSG00000021135	Slc10a1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021136	Smoc1	protein_coding	4	10	11	6	0	2	10	7	2	2	3	1	3	6
ENSMUSG00000021139	Gm20498	protein_coding	179.72	238.21	133.1	139.24	186.36	183.75	269.66	222.15	346.31	354.91	289.98	315.26	278.97	200.81
ENSMUSG00000021140	Pcnx	protein_coding	2838	2994	2822	2992	3754	5130	4330	4029	3711	4387	2611	2414	3657	4950
ENSMUSG00000021143	Pacs2	protein_coding	4711	5137	6492	7547	10742	12546	9757	8357	11922	12711	8741	8410	5364	6023
ENSMUSG00000021144	Mta1	protein_coding	4091	4027	3283	3527	3475	4598	4025	3845	3035	3350	2513	2628	3857	3739
ENSMUSG00000021147	Wdr37	protein_coding	399	383	421	432	388	444	473	455	431	463	397	324	417	473
ENSMUSG00000021148	Gm9745	protein_coding	0	0	0	0	0	0	0	1	1	0	0.63	0	1	0
ENSMUSG00000021149	Gtpbp4	protein_coding	2024	2011.95	1224	1232.63	983	1038	1619	1360.54	1588	1592.95	2689.92	2383	1494	1515
ENSMUSG00000021156	Zmynd11	protein_coding	1882	1919	1658	1880	1556	2061	2057	1721	1250	1392	1818	1605	1590	1791
ENSMUSG00000021171	Esyt2	protein_coding	5222	5677	5721	6387	10915	12819	6389	5664	11154	11361	9006	7365	7949	10050
ENSMUSG00000021175	Cdca7l	protein_coding	896	901	586	658	477	628	695	528	499	511	840	815	541	563
ENSMUSG00000021176	Efcab11	protein_coding	230	198	176	189	107	151	67	48	37	39	114	106	156	154
ENSMUSG00000021177	Tdp1	protein_coding	1050	914	619	686	629	866	569	438	402	420	616	665	740	764
ENSMUSG00000021178	Psmc1	protein_coding	6976.44	6397.46	3271.05	4082.95	3618.17	4167	4249.61	3354.26	5104.53	4581.31	4603.5	4689.35	4458.61	4046.05
ENSMUSG00000021179	Nrde2	protein_coding	616	548	421	485	198	295	377	293	210	243	428	421	224	212
ENSMUSG00000021180	Rps6ka5	protein_coding	164	199	220	262	302	311	173	149	537	527	157	161	166	186
ENSMUSG00000021182	Ccdc88c	protein_coding	3	21	88	67	287	455	248	154	612	796	24	31	28	46
ENSMUSG00000021185	9030617O03Rik	protein_coding	1988	1862	1562	1639	1307	1714	1142	1389	553	560	557	593	1654	1779
ENSMUSG00000021186	Fbln5	protein_coding	207	158	308	333	47	75	950	855	20	36	337	296	65	81
ENSMUSG00000021187	Tc2n	protein_coding	1	0	1	2	3	0	1	1	3	0	1	0	5	4
ENSMUSG00000021188	Trip11	protein_coding	2169	2308	1717	1895	1618	2167	2157	1984	1103	1306	1588	1240	1310	1896
ENSMUSG00000021189	Atxn3	protein_coding	613	741	618	679	770	930	931	854.99	968	931	875	773	754	953
ENSMUSG00000021190	Lgmn	protein_coding	2462	2372	2674	2906	3909	5263	4760	4232	5056	5105	3652	3534	4133	3769
ENSMUSG00000021192	Golga5	protein_coding	1038	989	791	998	1174	1560	1394	1302	1419	1436	1234	1131	1061	1195
ENSMUSG00000021193	Pitrm1	protein_coding	2648	2646	1625	1826	1257	1642	1856	1630	1122	1248	2974	2856	1532	1684
ENSMUSG00000021194	Chga	protein_coding	3	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000021196	Pfkp	protein_coding	4190	4229	3207	3697	2278	3011	4182	3323	1819	2009	4283	4361	2131	2403
ENSMUSG00000021198	Unc79	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000021200	Asb2	protein_coding	9	7	18	30	79	114	76	65	542	581	48	64	11	9
ENSMUSG00000021203	Otub2	protein_coding	342	312	184	218	130	180	447	386	154	177	293	294	143	124
ENSMUSG00000021207	Akr1c21	protein_coding	0	0	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000021208	Ifi27l2b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021209	Ppp4r4	protein_coding	7	6	7	3	18	24	9	11	8	14	1	1	13	10
ENSMUSG00000021210	Akr1c6	protein_coding	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021211	Akr1c12	protein_coding	21.79	17.99	26.7	29.05	8.45	22.2	29.67	26.18	15.48	14.09	38.37	31.6	16.37	17.01
ENSMUSG00000021213	Akr1c13	protein_coding	55.21	59.01	74.3	65.95	27.55	37.8	86.33	70.82	34.52	33.91	113.63	100.4	43.63	39.99
ENSMUSG00000021214	Akr1c18	protein_coding	1	1	25	18	0	0	13	5	0	0	1	0	1	0
ENSMUSG00000021215	Net1	protein_coding	2043	1869	2536	2713	4067	5172	4818	4146	3360	3502	2361	2106	4212	4979
ENSMUSG00000021216	Tubal3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021217	Tshz3	protein_coding	1245	1288	1422	1634	1763	2250	2051	1616	1830	2045	1393	1458	1519	1941
ENSMUSG00000021218	Gdi2	protein_coding	9285.58	8593.79	8684.34	9348.72	8661.73	10260	11045.79	9982.9	6934	7138	8754.92	8272.5	9989.52	10190.73
ENSMUSG00000021219	Rgs6	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021221	Dpf3	protein_coding	4	1	2	0	1	2	1	0	4	5	4	12	0	2
ENSMUSG00000021222	Dcaf4	protein_coding	435	380	354	420	373	539	420	426	303	329	210	223	305.99	353
ENSMUSG00000021223	Papln	protein_coding	0	1	2	0	1	2	1	3	2	2	0	0	1	1
ENSMUSG00000021224	Numb	protein_coding	605	603.97	538	598	495	642	676	561	491	508	522	518	472	573
ENSMUSG00000021226	Acot2	protein_coding	107.58	103.6	88.67	74.88	33.2	38.36	228.81	229.06	163.67	206.11	1678.06	1621.26	76.12	79.45
ENSMUSG00000021228	Acot3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021234	Fam161b	protein_coding	68	59	34	39	44	53	37	34	56	63	40	58	56	51
ENSMUSG00000021235	Coq6	protein_coding	769	631	470	510	368	488	384	341	427	467	341	437	473	426
ENSMUSG00000021236	Entpd5	protein_coding	581	575	547	568	602	826	649	585	601	668	1319	1303	533	633
ENSMUSG00000021238	Aldh6a1	protein_coding	338	332	456	545	762	870	632	658	1008	1033	978	831	679	862
ENSMUSG00000021239	Vsx2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021240	Abcd4	protein_coding	1186	1157	1065	1222	1407	1718	1258	1120	892	926	706	693	1273	1237
ENSMUSG00000021241	Isca2	protein_coding	446	426	393	455	444	498	491	368	841	792	443	514	512	478
ENSMUSG00000021242	Npc2	protein_coding	8011	7591	7137	7752	7908	9911	10403	8284	8075	7985	15378	16707	11019	9905
ENSMUSG00000021243	Fcf1	protein_coding	1290.23	1273.59	786.89	967.92	784.65	830	1001.26	698.71	1085.54	885.34	1076.05	937.69	914.24	705.4
ENSMUSG00000021244	Ylpm1	protein_coding	3598	3644	2481	2821	2305	3227	2706	2330	1511	1831	4400	3964	2254	3023
ENSMUSG00000021245	Mlh3	protein_coding	347	361	365	383	404	433	357	317	164	189	212	183	334	397
ENSMUSG00000021248	Tmed10	protein_coding	7985	7911	7562	8211	7643	9521	11158	9697	9342	9768	13256	12553	7417	8081
ENSMUSG00000021250	Fos	protein_coding	105	93	279	235	109	201	65	32	118	156	122	125	30	35
ENSMUSG00000021252	0610007P14Rik	protein_coding	850	848	636	800	427	486	534	512	476	470	637	650	554	531
ENSMUSG00000021253	Tgfb3	protein_coding	1467	1388	1561	1941	1735	2247	2265	1768	2930	3063	586	562	1685	1859
ENSMUSG00000021254	Gpatch2l	protein_coding	829	924	748	832	807	1070	984	855	778	892	852	822	736	918
ENSMUSG00000021255	Esrrb	protein_coding	0	3	0	2	0	1	3	0	5	5	9	4	2	1
ENSMUSG00000021256	Vash1	protein_coding	393	389	356	378	234	333	322	295	198	289	114	133	119	193
ENSMUSG00000021257	Angel1	protein_coding	323	340	259	256	284	366	261	232	300	313	267	258	263	310
ENSMUSG00000021258	Ccnk	protein_coding	1193	1291	824	1027	1252	1470	1086	1065	1285	1396	1436	1410	1186	1481
ENSMUSG00000021259	Cyp46a1	protein_coding	32	23	43	54	77	88	60	57	46	40	22	29	88	95
ENSMUSG00000021260	Hhipl1	protein_coding	295	294	97	92	69	121	530	415	131	168	657	706	163	199
ENSMUSG00000021262	Evl	protein_coding	2078	2013	1292	1376	1309	1790	994	882	778	860	1907	1918	1587	1468
ENSMUSG00000021263	Degs2	protein_coding	7	4	0	0	0	0	0	0	0	0	5	4	0	0
ENSMUSG00000021264	Yy1	protein_coding	2183	2189	1783	1997	1912	2384	1991	2005	1895	1932	1818	1624	1839	1981
ENSMUSG00000021265	Slc25a29	protein_coding	259	252	274	252	226	283	513	383	409	448	673	762	287	279
ENSMUSG00000021266	Wars	protein_coding	4049	4408	2034	2739	1422	1458	2461	1946	2086	2189	8819	9337	1932	1888
ENSMUSG00000021268	Meg3	lincRNA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000021270	Hsp90aa1	protein_coding	47496.88	44767.21	25227.4	26822.61	18767.64	21147.78	22233.76	15875.94	15624.04	14826.65	36261.18	32091.01	23383.26	22762.88
ENSMUSG00000021271	Zfp839	protein_coding	148	115	170	151	211	342	287	221	270	292	183	178	211	215
ENSMUSG00000021273	Fdft1	protein_coding	2082.08	2034.14	3504.29	4111.16	3866.11	4608	3192.19	2932.05	3108.16	3190.24	1623.21	1626.41	2697	2619.93
ENSMUSG00000021275	Tecpr2	protein_coding	939	951	640	745	522	727	667	548	641	641	580	522	464.98	586.98
ENSMUSG00000021276	Cinp	protein_coding	1084	1041	670	792	506	537	577	499	883	865	893	928	636	573
ENSMUSG00000021277	Traf3	protein_coding	2438	2174	1551	1657	885	1174	1228	1056	765	826	1079	932	691	888
ENSMUSG00000021278	Amn	protein_coding	0	2	3	7	0	0	1	0	2	0	2	5	1	1
ENSMUSG00000021279	Cdc42bpb	protein_coding	6076	5910	4672	5227	3890	5802	5065	4480	3699	4474	4537	4596	3863	4704
ENSMUSG00000021280	Exoc3l4	protein_coding	150	165	74	166	65	80	125	130	113	102	159	175	102	87
ENSMUSG00000021281	Tnfaip2	protein_coding	5055	4688	4472	4792	4138	5996	8505	7346	7939	8543	18623	20227	5575	5913
ENSMUSG00000021282	Eif5	protein_coding	8878.92	9252.9	5808.96	6447.86	4967.88	5287	5028.95	4534.81	6280.93	5871.7	13024.72	11305.78	5460.92	5341.84
ENSMUSG00000021285	Ppp1r13b	protein_coding	605	714	454	589	455	572	368	351	450	560	558	604	337	411
ENSMUSG00000021286	Zfyve21	protein_coding	587	606	555	673	580	698	1025	791	880	829	1286	1362	667	650
ENSMUSG00000021287	Xrcc3	protein_coding	137	148	72	107	47	60	39	35	99	87	268	300	66	81
ENSMUSG00000021288	Klc1	protein_coding	5878	5881	4463	5095	5092	6659	6907	5083	9659	9572	3631	3776	6990	6426
ENSMUSG00000021290	2010107E04Rik	protein_coding	1180	1287	1046	1237	1249	1038	1385	1040	2006	1781	1590	1610	1772	1388
ENSMUSG00000021294	Kif26a	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000021298	Gpr132	protein_coding	2	1	0	0	0	4	2	0	0	0	0	0	3	0
ENSMUSG00000021301	Hecw1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021302	Ggps1	protein_coding	548	538	446	481	535	598	579	525	441	451	574	480	546	654
ENSMUSG00000021303	Gng4	protein_coding	0	1	3	6	3	6	46	36	3	5	19	18	4	6
ENSMUSG00000021306	Gpr137b	protein_coding	1474.55	1635.62	2009.09	2450.34	1843.45	1975.14	2919.07	3549.68	2389.68	2684.49	6644.92	6092.82	2925.26	3392.72
ENSMUSG00000021311	Mtr	protein_coding	614	648	491	550	550	757	1009	924	424	513	469	457	573	820
ENSMUSG00000021313	Ryr2	protein_coding	1	0	1	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000021314	Amph	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021318	Gli3	protein_coding	1227	1308	1119	1195	936	1124	1121	977	421	489	888	743	903	1167
ENSMUSG00000021319	Sfrp4	protein_coding	41	43	40	67	8	5	51	58	6	5	6	5	6	10
